      0	0.414088665
1	0.225567949
2	0.413464231
3	2.53933015
4	1.4692933
5	0.145926866
6	-0.218056107
7	-0.545812378
8	-0.432501294
9	0.0772220863
10	-0.666948082
11	1.13644873
12	-0.964318467
13	-1.78274537
14	0.261085945
15	0.702030291
16	-0.147984468
17	0.0212368133
18	1.00265273
19	-0.930505814
20	-0.424288742
21	1.8254278
22	0.442498109
23	-0.328593108
24	0.608499843
25	0.343276196
26	1.24999891
27	-1.19322552
28	-0.656892169
29	0.159959974
30	0.632952845
31	0.519429504
32	-0.928482749
33	-0.0141143944
34	0.962174655
35	1.47991662
36	-0.241181773
37	1.60971542
38	0.722084206
39	0.796357712
40	1.23199424
41	-0.185293607
42	-1.86996579
43	1.42143464
44	-0.0401600629
45	1.46666983
46	1.67260121
47	0.29674871
48	-0.330708991
49	1.52557229
50	0.276458544
51	-0.207988626
52	0.972050586
53	-0.461641347
54	-0.00434804101
55	-2.00424884
56	-0.137885009
57	-1.10016921
58	1.01743657
59	0.124424957
60	-0.873811966
61	1.28592641
62	0.113565935
63	0.528069356
64	-0.500653068
65	-1.06670437
66	0.0858471305
67	1.60868445
68	-0.388172399
69	0.975709655
70	-0.716573962
71	0.639744363
72	-1.49420829
73	-0.212796551
74	-1.03243268
75	-0.300194381
76	0.569056666
77	1.56569131
78	0.466677098
79	0.595493846
80	0.26916145
81	0.200586391
82	-1.29697262
83	-1.42664173
84	1.16808943
85	1.1901104
86	-1.17557742
87	1.08473865
88	-1.86435901
89	0.349115126
90	0.518644499
91	0.460830945
92	-0.8478947
93	0.0931164011
94	-0.492611876
95	-0.418249287
96	-1.06887649
97	-1.04296271
98	-0.786709264
99	-1.22431393
100	1.01342633
101	-1.91364795
102	0.458626067
103	0.575811285
104	-0.673391916
105	-1.16275783
106	-1.21230624
107	-0.644283428
108	0.73602489
109	0.405964156
110	-1.67981268
111	-2.40226864
112	-1.92559132
113	1.05354805
114	0.469751769
115	-0.360349368
116	0.0397482733
117	0.383466257
118	0.148895586
119	-0.0487820441
120	-1.00330492
121	0.578802157
122	-0.584104877
123	-1.43050725
124	0.950894284
125	0.906640658
126	1.20325491
127	0.719065279
128	0.115144831
129	1.02311209
130	0.123834359
131	-0.3729912
132	1.09162325
133	-0.747097818
134	0.580367781
135	-0.0181540603
136	-2.08678163
137	-0.056682495
138	0.537970657
139	0.854134296
140	-2.15250903
141	-0.372831548
142	0.355030295
143	1.90383193
144	-0.160829193
145	-1.25102925
146	-0.689508758
147	1.13811259
148	0.642217241
149	0.243449268
150	-0.184455923
151	-1.41042096
152	-1.05200341
153	-0.249239135
154	1.58227822
155	1.30287437
156	0.460539746
157	-1.61643598
158	0.351464741
159	-1.99614948
160	-0.783094155
161	-1.45663445
162	-0.655457478
163	-0.300037738
164	-0.622762961
165	1.2180385
166	-0.296808233
167	-1.79456474
168	-0.423898544
169	-0.19311703
170	-1.08673031
171	-1.12707727
172	-2.48823796
173	-1.00714013
174	1.82658674
175	0.266509782
176	0.0998265844
177	1.01149314
178	0.854622342
179	-0.603226526
180	1.06181405
181	-1.13080366
182	0.185380638
183	0.823123275
184	-0.52564853
185	0.161523311
186	0.0299070638
187	-0.346408193
188	-0.499145675
189	-1.59912484
190	-0.171529457
191	0.472331951
192	1.43265183
193	-1.06334793
194	-1.99285251
195	-0.529249055
196	0.00866861594
197	0.90901096
198	-1.23447015
199	1.13349772
200	2.05689867
201	-0.0677171301
202	0.795859513
203	-0.76759215
204	1.05721296
205	0.317661172
206	-0.224357363
207	-0.294839247
208	0.473262851
209	-0.811569579
210	1.10832538
211	1.78313007
212	-0.905317086
213	-1.01820715
214	0.0278927572
215	-0.147395618
216	0.727721136
217	1.20036815
218	0.614475604
219	-1.36877166
220	2.3156745
221	1.1752487
222	-0.272018551
223	-1.75224617
224	1.04878538
225	-0.0620675219
226	-0.775222289
227	1.40640338
228	-2.33270686
229	0.213741047
230	0.244730666
231	-1.20747214
232	0.758661071
233	0.541363316
234	0.122499642
235	-0.0197592992
236	0.0293594801
237	0.88830765
238	0.363103035
239	-0.551386915
240	-0.686453303
241	1.39679323
242	0.249169126
243	-0.565145924
244	0.0550799218
245	-1.23915293
246	-0.837131253
247	0.111932072
248	-0.456586034
249	0.549133929
250	-0.119293152
251	-0.274219491
252	-1.70549344
253	-0.714346745
254	-1.14092637
255	0.928089358
256	-1.29880262
257	0.477519139
258	-1.1858225
259	0.7120526
260	-0.339408911
261	-0.352113612
262	1.08400729
263	-0.0227686171
264	-0.63298842
265	-0.617851109
266	0.590975539
267	-1.07016838
268	-1.48913184
269	1.96613134
270	0.753295706
271	-1.22281061
272	0.6763603
273	-0.554452773
274	-1.19291673
275	-0.307596461
276	0.253345373
277	0.561012444
278	-0.902280418
279	1.08011853
280	-0.237214169
281	-0.52743677
282	0.389736839
283	-1.42986302
